Index,R,G,B
0,119,134,130
1,68,44,68
2,87,70,95
3,41,23,25
4,97,110,118
5,191,219,254
6,3,132,200
7,139,158,159
8,203,248,254
9,185,200,213
10,252,255,255
11,6,15,9
12,163,183,187
13,132,170,188
14,34,140,217
15,11,125,177
