Index,R,G,B
0,252,255,255
1,30,140,215
2,141,168,177
3,203,248,254
4,191,219,255
5,188,204,217
6,65,41,64
7,81,60,86
8,104,110,113
9,114,126,124
10,93,77,100
11,6,15,9
12,74,102,125
13,137,156,158
14,125,143,137
15,69,122,157
16,172,190,200
17,41,23,24
18,160,180,183
19,3,129,191
