Index,R,G,B
0,70,46,71
1,132,170,189
2,125,144,141
3,7,15,9
4,71,112,139
5,3,129,191
6,29,139,215
7,109,119,119
8,143,162,163
9,186,201,214
10,89,73,97
11,203,248,254
12,44,24,27
13,191,219,254
14,252,255,255
15,165,184,190
