Index,R,G,B
0,124,142,136
1,133,155,157
2,151,167,167
3,132,170,189
4,78,123,153
5,68,44,69
6,186,201,216
7,71,102,126
8,166,186,193
9,4,129,191
10,113,125,123
11,198,238,255
12,42,23,25
13,30,140,215
14,103,106,112
15,88,70,95
16,6,15,9
17,249,254,254
