Index,R,G,B
0,6,15,9
1,87,70,94
2,128,149,149
3,187,202,215
4,143,162,163
5,191,219,255
6,5,129,191
7,158,176,177
8,130,170,190
9,255,255,255
10,95,109,119
11,196,244,254
12,30,140,215
13,67,43,67
14,117,130,126
15,219,255,255
16,168,188,196
17,41,23,24
