Index,R,G,B
0,6,15,9
1,4,129,191
2,122,140,134
3,187,202,215
4,110,118,118
5,129,169,193
6,158,179,183
7,42,23,25
8,30,140,216
9,88,71,95
10,153,167,166
11,76,109,133
12,170,189,197
13,132,152,154
14,137,163,167
15,255,255,255
16,68,45,69
17,191,219,255
18,196,245,254
19,219,255,255
