Index,R,G,B
0,89,72,97
1,54,30,41
2,71,48,73
3,198,238,255
4,33,20,17
5,167,186,194
6,249,254,254
7,71,112,139
8,120,136,131
9,153,169,170
10,131,170,189
11,186,201,216
12,4,14,9
13,133,155,156
14,9,132,196
15,107,114,116
