Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,194,234,240
4,196,240,243
5,196,255,252
6,201,246,247
7,216,252,251
8,232,253,252
9,243,254,253
10,249,254,250
11,254,254,254
