Index,R,G,B
0,201,251,251
1,202,250,249
2,203,251,251
3,204,250,251
4,206,253,251
5,208,250,249
6,216,252,251
7,216,255,252
8,223,253,252
9,232,253,252
10,239,254,253
11,248,255,252
12,254,254,252
