Index,R,G,B
0,191,218,233
1,191,220,234
2,191,222,237
3,192,216,233
4,192,216,255
5,192,219,234
6,193,217,234
7,193,218,239
8,193,227,237
9,193,232,239
10,193,238,241
11,196,243,244
12,197,245,252
13,202,249,253
14,215,253,253
15,229,255,253
16,242,255,253
17,255,255,255
