Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,194,234,240
4,196,240,243
5,196,255,252
6,201,246,247
7,214,252,252
8,228,254,252
9,236,253,250
10,244,255,254
11,252,254,253
