Index,R,G,B
0,167,187,200
1,171,189,203
2,171,192,204
3,177,190,204
4,179,195,209
5,185,193,210
6,188,202,218
7,191,222,237
8,192,213,226
9,192,236,242
10,195,243,250
11,199,248,253
12,208,252,254
13,224,254,253
14,240,255,254
15,255,255,255
