Index,R,G,B
0,198,247,250
1,199,249,249
2,202,254,252
3,204,248,248
4,206,247,249
5,209,254,251
6,210,247,247
7,216,250,248
8,217,253,252
9,221,250,250
10,226,251,251
11,232,253,252
12,236,253,252
13,245,254,252
14,254,254,252
