Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,193,238,241
4,194,233,242
5,194,234,240
6,194,243,243
7,196,255,252
8,200,243,245
9,202,248,248
10,214,252,252
11,228,254,252
12,241,254,252
13,252,254,253
