Index,R,G,B
0,198,247,250
1,199,249,249
2,200,254,253
3,204,248,248
4,204,254,253
5,208,247,248
6,213,248,248
7,215,253,251
8,219,250,251
9,226,251,251
10,232,253,252
11,241,254,252
12,250,255,252
13,254,254,252
