Index,R,G,B
0,166,186,199
1,168,188,201
2,170,186,202
3,173,191,205
4,176,194,208
5,177,190,204
6,183,191,208
7,184,196,210
8,189,201,216
9,192,208,222
10,192,225,238
11,193,215,231
12,193,238,241
13,201,248,252
14,226,254,252
15,252,254,253
