Index,R,G,B
0,167,187,200
1,169,189,204
2,173,188,204
3,173,191,205
4,178,191,205
5,179,195,209
6,185,193,210
7,188,200,215
8,190,206,220
9,192,213,226
10,192,219,234
11,192,228,239
12,194,239,242
13,198,246,254
14,210,252,253
15,224,254,253
16,240,255,254
17,255,255,255
