Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,194,234,240
4,194,239,242
5,194,243,243
6,196,255,252
7,202,248,248
8,214,252,252
9,228,254,252
10,241,254,252
11,252,254,253
