Index,R,G,B
0,166,186,199
1,168,188,201
2,171,192,204
3,172,187,205
4,174,189,202
5,178,194,208
6,181,191,207
7,186,198,213
8,190,205,218
9,191,214,228
10,192,237,240
11,193,225,237
12,197,245,252
13,205,250,254
14,217,252,254
15,231,254,254
16,244,255,252
17,255,255,255
