Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,193,238,241
4,194,234,240
5,195,245,244
6,196,255,252
7,197,241,245
8,202,245,247
9,206,250,250
10,223,253,252
11,239,254,253
12,252,254,253
