Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,193,235,240
4,196,243,244
5,196,255,252
6,203,249,249
7,211,251,250
8,219,253,252
9,226,254,252
10,232,253,252
11,243,254,251
12,252,254,253
