Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,194,234,240
4,195,233,245
5,196,240,243
6,196,255,252
7,198,245,247
8,203,249,249
9,211,251,250
10,221,252,253
11,234,253,251
12,245,254,252
13,254,254,252
