Index,R,G,B
0,173,190,207
1,176,195,207
2,179,195,211
3,180,191,204
4,180,192,211
5,181,198,211
6,186,202,210
7,188,194,209
8,189,204,217
9,191,198,216
10,192,213,226
11,192,221,237
12,193,230,238
13,193,239,243
14,199,247,255
15,217,253,252
16,237,255,252
17,255,255,255
