Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,193,235,240
4,196,255,252
5,200,245,246
6,214,252,252
7,228,254,252
8,236,253,250
9,243,254,251
10,249,254,250
11,254,254,252
