Index,R,G,B
0,198,247,250
1,199,249,249
2,200,254,253
3,204,248,248
4,204,254,253
5,208,247,248
6,215,248,247
7,215,253,251
8,221,250,250
9,229,252,252
10,236,253,250
11,245,254,252
12,254,254,252
