Index,R,G,B
0,164,184,197
1,166,186,200
2,167,186,200
3,167,187,200
4,169,189,202
5,170,187,200
6,171,192,204
7,172,187,205
8,176,188,203
9,177,193,207
10,183,191,206
11,186,198,213
12,190,205,218
13,191,214,230
14,192,225,238
15,193,238,241
16,201,248,252
17,222,254,254
18,240,255,254
19,255,255,255
