Index,R,G,B
0,192,227,241
1,192,228,239
2,193,228,242
3,194,234,240
4,196,240,243
5,196,255,252
6,198,245,247
7,206,250,250
8,219,253,252
9,230,254,251
10,241,254,252
11,252,254,253
