Index,R,G,B
0,181,197,213
1,184,197,215
2,184,201,214
3,185,195,212
4,185,196,213
5,186,195,213
6,190,197,211
7,191,198,218
8,191,201,217
9,191,207,221
10,191,213,223
11,192,202,227
12,193,218,232
13,193,227,237
14,193,238,241
15,199,246,248
16,217,253,252
17,235,255,252
18,252,254,253
