Index,R,G,B
0,198,247,250
1,199,249,249
2,200,254,253
3,204,248,248
4,206,254,253
5,208,247,248
6,215,248,249
7,218,252,250
8,226,251,251
9,234,253,251
10,241,254,252
11,247,254,251
12,254,254,252
