Index,R,G,B
0,164,184,197
1,168,188,201
2,169,187,201
3,171,191,206
4,173,187,202
5,177,193,207
6,180,190,206
7,185,197,212
8,191,206,219
9,192,225,238
10,193,215,231
11,193,238,241
12,198,246,254
13,212,252,253
14,224,254,253
15,233,254,253
16,244,255,252
17,255,255,255
