Index,R,G,B
0,198,247,250
1,199,249,249
2,200,254,253
3,204,248,248
4,204,254,253
5,207,254,252
6,208,247,248
7,215,248,249
8,215,253,251
9,220,252,250
10,223,250,249
11,225,253,251
12,231,252,251
13,236,253,252
14,245,254,252
15,252,254,253
16,254,254,254
