Index,R,G,B
0,167,187,200
1,168,188,203
2,170,190,205
3,171,189,203
4,176,194,208
5,180,190,206
6,182,197,209
7,186,194,212
8,189,201,216
9,192,208,222
10,192,216,231
11,193,227,237
12,194,239,242
13,202,249,253
14,227,255,254
15,252,254,253
