Index,R,G,B
0,0,0,0
1,0,0,254
2,0,134,241
3,0,136,1
4,0,236,222
5,0,242,0
6,128,5,128
7,128,115,126
8,129,46,1
9,155,128,246
10,191,128,63
11,192,223,197
12,225,242,87
13,246,250,0
14,249,115,136
15,251,219,208
16,253,84,0
17,255,255,252
