Index,R,G,B
0,0,0,0
1,0,3,254
2,0,128,0
3,0,253,0
4,125,225,2
5,127,137,244
6,134,9,115
7,135,19,6
8,157,126,7
9,168,122,104
10,203,203,253
11,228,194,195
12,243,8,2
13,252,122,1
14,254,246,1
15,255,255,253
