Index,R,G,B
0,0,0,0
1,0,0,254
2,0,134,0
3,0,242,0
4,128,18,37
5,130,126,117
6,140,228,133
7,145,124,241
8,191,193,190
9,223,129,28
10,236,128,130
11,251,248,0
12,254,2,0
13,254,184,202
14,254,226,126
15,255,255,251
