Index,R,G,B
0,0,0,0
1,0,0,254
2,0,128,0
3,0,133,233
4,0,254,0
5,128,2,127
6,129,18,1
7,129,130,243
8,129,251,171
9,131,0,249
10,134,132,128
11,178,136,36
12,235,198,190
13,243,129,190
14,249,245,22
15,251,84,3
16,252,2,126
17,254,254,251
