Index,R,G,B
0,0,0,0
1,0,0,254
2,0,127,0
3,0,130,232
4,0,254,0
5,128,123,251
6,130,116,126
7,133,9,124
8,133,243,5
9,133,246,120
10,183,7,0
11,204,127,46
12,227,165,118
13,229,198,200
14,249,127,236
15,249,244,1
16,252,253,90
17,254,253,250
