Index,R,G,B
0,147,190,62
1,0,128,128
2,82,207,20
3,137,209,178
4,224,42,211
5,123,99,119
6,255,128,128
7,232,80,114
8,205,144,98
9,255,128,128
10,247,106,223
11,255,128,128
12,255,128,128
13,255,128,128
14,255,128,128
15,255,128,128
