Index,R,G,B
0,247,106,223
1,224,42,211
2,232,80,114
3,255,128,128
4,205,144,98
5,255,128,128
6,136,208,195
7,255,128,128
8,255,128,128
9,255,128,128
10,255,128,128
11,255,128,128
12,92,196,26
13,150,222,82
14,255,128,128
15,255,128,128
16,255,128,128
17,0,128,128
18,123,99,119
19,255,128,128
