Index,R,G,B
0,205,144,98
1,224,42,211
2,123,99,119
3,232,80,114
4,154,226,67
5,255,128,128
6,140,147,57
7,137,209,178
8,255,127,127
9,255,128,128
10,82,207,20
11,255,128,128
12,255,128,128
13,255,128,128
14,255,128,128
15,247,106,223
16,0,128,128
17,255,128,128
