Index,R,G,B
0,0,43,82
1,56,255,255
2,255,255,255
3,255,255,255
4,35,34,49
5,255,255,255
6,255,255,255
7,255,255,255
8,255,255,255
9,255,255,255
10,255,255,255
11,255,255,255
12,22,24,26
13,255,255,255
14,18,34,65
15,255,255,255
16,2,15,10
17,48,55,75
18,255,255,255
19,56,64,255
