Index,R,G,B
0,79,108,255
1,50,58,83
2,255,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,255,255,255
7,255,255,255
8,255,255,255
9,255,255,255
10,255,255,255
11,255,255,255
12,255,255,255
13,92,255,255
14,255,255,255
15,255,255,255
16,255,255,255
17,26,35,54
18,3,17,12
19,66,76,254
