Index,R,G,B
0,255,255,255
1,10,255,255
2,255,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,255,255,255
7,255,255,255
8,255,255,255
9,255,255,255
10,255,255,255
11,255,255,255
12,255,255,255
13,0,8,4
14,255,255,255
15,255,255,255
16,2,18,12
17,3,22,255
18,255,255,255
19,255,255,255
