Index,R,G,B
0,2,56,109
1,118,255,255
2,255,255,255
3,10,69,254
4,255,255,255
5,255,255,255
6,255,255,255
7,79,105,110
8,51,53,73
9,255,255,255
10,255,255,255
11,255,255,255
12,104,128,255
13,255,255,255
14,8,18,14
15,255,255,255
16,255,255,255
17,255,255,255
18,255,255,255
19,255,255,255
