Index,R,G,B
0,255,255,255
1,3,16,10
2,255,255,255
3,255,255,255
4,255,255,255
5,56,255,255
6,255,255,255
7,255,255,255
8,255,255,255
9,255,255,255
10,2,42,80
11,255,255,255
12,255,255,255
13,56,64,255
14,255,255,255
15,47,54,73
16,29,29,38
17,255,255,255
18,255,255,255
19,255,255,255
