Index,R,G,B
0,255,255,255
1,33,43,69
2,95,255,255
3,255,255,255
4,255,255,255
5,1,37,255
6,255,255,255
7,255,255,255
8,2,16,11
9,255,255,255
10,55,63,87
11,255,255,255
12,255,255,255
13,20,28,36
14,255,255,255
15,255,255,255
16,80,110,255
17,255,255,255
18,68,79,255
19,255,255,255
