Index,R,G,B
0,255,255,255
1,255,255,255
2,255,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,255,255,255
7,25,34,52
8,255,255,255
9,255,255,255
10,93,255,255
11,50,57,82
12,255,255,255
13,73,96,254
14,65,75,255
15,255,255,255
16,81,112,255
17,3,16,12
