Index,R,G,B
0,56,255,255
1,255,255,255
2,255,255,255
3,255,255,255
4,48,55,74
5,255,255,255
6,255,255,255
7,33,32,47
8,255,255,255
9,255,255,255
10,18,22,22
11,255,255,255
12,255,255,255
13,56,64,255
14,2,15,9
15,2,42,80
16,255,255,255
17,255,255,255
