Index,R,G,B
0,120,255,255
1,255,255,255
2,255,255,255
3,2,57,112
4,255,255,255
5,255,255,255
6,255,255,255
7,38,36,54
8,5,16,12
9,255,255,255
10,255,255,255
11,255,255,255
12,255,255,255
13,107,130,255
14,255,255,255
15,83,113,114
16,63,70,87
17,255,255,255
