Index,R,G,B
0,255,255,255
1,67,78,255
2,255,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,3,17,12
7,255,255,255
8,51,59,84
9,255,255,255
10,80,109,255
11,255,255,255
12,27,36,55
13,255,255,255
14,3,35,254
15,93,255,255
