Index,R,G,B
0,5,19,13
1,255,255,255
2,255,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,255,255,255
7,0,16,11
8,255,255,255
9,255,255,255
10,255,255,255
11,0,5,2
12,255,255,255
13,8,255,255
14,8,21,255
15,255,255,255
16,255,255,255
17,255,255,255
