Index,R,G,B
0,255,255,255
1,28,36,40
2,255,255,255
3,255,255,255
4,4,16,10
5,255,255,255
6,0,20,49
7,255,255,255
8,255,255,255
9,255,255,255
10,255,255,255
11,36,43,255
12,255,255,255
13,255,255,255
14,37,255,255
15,255,255,255
