Index,R,G,B
0,0,16,10
1,255,255,255
2,255,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,255,255,255
7,10,255,255
8,255,255,255
9,0,5,2
10,255,255,255
11,255,255,255
12,7,21,255
13,255,255,255
14,4,19,15
15,255,255,255
