Index,R,G,B
0,255,255,255
1,19,27,34
2,255,255,255
3,255,255,255
4,255,255,255
5,66,78,254
6,53,61,85
7,255,255,255
8,255,255,255
9,255,255,255
10,255,255,255
11,255,255,255
12,2,16,10
13,31,41,67
14,80,110,255
15,255,255,255
16,93,255,255
17,255,255,255
