Index,R,G,B
0,255,255,255
1,87,255,255
2,255,255,255
3,78,108,255
4,3,16,12
5,255,255,255
6,255,255,255
7,48,56,81
8,255,255,255
9,93,255,255
10,66,76,255
11,255,255,255
12,255,255,255
13,25,34,52
14,255,255,255
15,255,255,255
