Index,R,G,B
0,5,16,12
1,255,255,255
2,255,255,255
3,38,35,53
4,255,255,255
5,255,255,255
6,2,56,108
7,255,255,255
8,255,255,255
9,63,70,87
10,255,255,255
11,81,111,114
12,255,255,255
13,117,255,255
14,255,255,255
15,103,128,255
