Index,R,G,B
0,47,54,73
1,255,255,255
2,56,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,255,255,255
7,2,42,80
8,255,255,255
9,56,64,255
10,255,255,255
11,255,255,255
12,3,16,10
13,29,29,38
14,255,255,255
15,255,255,255
