Index,R,G,B
0,255,255,255
1,10,255,255
2,255,255,255
3,255,255,255
4,255,255,255
5,255,255,255
6,7,21,255
7,255,255,255
8,1,17,12
9,255,255,255
10,255,255,255
11,255,255,255
12,255,255,255
13,255,255,255
14,0,6,3
15,255,255,255
