Index,R,G,B
0,255,255,255
1,255,255,255
2,255,255,255
3,37,255,255
4,36,43,255
5,2,14,9
6,255,255,255
7,255,255,255
8,255,255,255
9,0,20,48
10,255,255,255
11,255,255,255
12,20,29,20
13,32,39,58
14,255,255,255
15,255,255,255
16,255,255,255
17,255,255,255
